limit_saver,protect_business,avg_revenue,load_factor,avg_spoilage,avg_denied_business,avg_denied_flex
70,6,36210.958666666666,0.814945925925926,33.309733333333334,0.12056666666666667,0.0025666666666666667
70,8,36211.30133333334,0.8149455555555556,33.3098,0.11956666666666667,0.0036333333333333335
70,10,36211.70733333333,0.814945,33.3099,0.11836666666666666,0.004933333333333333
70,12,36212.255333333334,0.8149438888888889,33.3101,0.1167,0.0068
70,14,36212.962,0.8149412962962963,33.310566666666666,0.1144,0.009566666666666666
70,16,36213.848666666665,0.8149353703703703,33.31163333333333,0.11116666666666666,0.013866666666666666
70,18,36214.80933333333,0.8149233333333334,33.3138,0.10693333333333334,0.020266666666666665
70,20,36215.90933333334,0.8149022222222222,33.3176,0.10113333333333334,0.029866666666666666
70,22,36216.92733333333,0.8148650000000001,33.3243,0.09346666666666667,0.04423333333333333
70,24,36217.104,0.8147985185185186,33.33626666666667,0.08433333333333333,0.06533333333333333
70,26,36215.600666666665,0.8146853703703705,33.356633333333335,0.0738,0.09623333333333334
70,28,36211.424666666666,0.814502037037037,33.389633333333336,0.061566666666666665,0.14146666666666666
70,30,36203.242666666665,0.8142225925925927,33.439933333333336,0.047966666666666664,0.20536666666666667
70,32,36188.49933333333,0.8138116666666666,33.5139,0.0355,0.2918
70,34,36164.708,0.8132307407407406,33.61846666666667,0.026066666666666665,0.4058
70,36,36130.100666666665,0.812432037037037,33.762233333333334,0.018366666666666667,0.5572666666666667
70,38,36082.88933333333,0.8113755555555555,33.9524,0.012166666666666666,0.7536333333333334
70,40,36021.039333333334,0.8100183333333334,34.1967,0.007533333333333334,1.0025666666666666
72,0,36420.083333333336,0.8257631481481482,31.362633333333335,0.16996666666666665,0.0013333333333333333
72,2,36420.27533333333,0.8257631481481482,31.362633333333335,0.16943333333333332,0.0018666666666666666
72,4,36420.52733333333,0.8257631481481482,31.362633333333335,0.16873333333333335,0.0025666666666666667
72,6,36420.87,0.8257627777777778,31.3627,0.16773333333333335,0.0036333333333333335
72,8,36421.29666666667,0.8257624074074075,31.362766666666666,0.1665,0.004933333333333333
72,10,36421.886,0.8257616666666667,31.3629,0.16476666666666667,0.0068
72,12,36422.73733333333,0.8257603703703703,31.363133333333334,0.16223333333333334,0.009566666666666666
72,14,36423.789333333334,0.825755925925926,31.363933333333332,0.15873333333333334,0.013866666666666666
72,16,36425.204666666665,0.825747962962963,31.365366666666667,0.15376666666666666,0.020266666666666665
72,18,36426.842,0.8257316666666666,31.3683,0.1471,0.029866666666666666
72,20,36428.604,0.8257011111111112,31.3738,0.13823333333333335,0.04423333333333333
72,22,36430.16533333333,0.825647037037037,31.383533333333332,0.12686666666666666,0.06533333333333333
72,24,36430.56333333333,0.8255509259259259,31.400833333333335,0.11326666666666667,0.09623333333333334
72,26,36428.578,0.8253872222222223,31.4303,0.0975,0.14146666666666666
72,28,36423.14466666667,0.8251324074074073,31.476166666666668,0.07946666666666667,0.20536666666666667
72,30,36411.81133333333,0.824752037037037,31.544633333333334,0.0615,0.2918
72,32,36392.05,0.8242072222222223,31.6427,0.045566666666666665,0.4058
72,34,36360.50133333333,0.823435925925926,31.781533333333332,0.032933333333333335,0.5572666666666667
72,36,36315.708,0.822401111111111,31.9678,0.022833333333333334,0.7536333333333334
72,38,36255.82133333333,0.8210614814814815,32.208933333333334,0.015033333333333333,1.0025666666666666
72,40,36178.38733333333,0.819362037037037,32.514833333333335,0.0092,1.3143
74,0,36620.438,0.8364898148148148,29.431833333333334,0.2325,0.0018666666666666666
